Company,CEO,CityofBirth,StateofBirth,Age,Undergrad,UGDegree,UGDate,AgeOfUnder,Graduate,GradDegree,MBA?,MasterPhd?,G_Date,AgeOfGradu,YearsFirm,YearsCEO,Salary,Bonus,Other,StGains,TotalComp,Compfor5Yrs,StockOwned,Sales,Profits,ReturnOver5Yrs,Industry,Industry Code,WideIndustry,Log10TotalComp
Hershey Foods,Mr. Kenneth L Wolfe,Lebanon,PA,55.0,Yale,BA,61.0,22.0,U of Penn-Whart,MBA,1.0,1.0,67.0,28.0,27.0,1.0,456500.0,308709,455934.0,,1221140.0,,0.08,3488.0,297.2,15.0,Fooddrinktobacco-food processors,2.0,Food,6.086765457345369
General Mills,Mr. H BrewsterAtwater J,Minneapolis,MN,63.0,Princeton,AB,52.0,21.0,Stanford U,MBA,1.0,1.0,54.0,23.0,36.0,13.0,607689.0,777800,88533.0,1.15968e+007,13070800.0,26277400.0,0.261,8381.0,518.8,17.0,Fooddrinktobacco-food processors,2.0,Food,7.11630216944381
McCormickCo,Mr. Bailey A Thomas,Crisfield,MD,63.0,Baltimore Comme,ABA,52.0,21.0,,none,0.0,0.0,,,33.0,2.0,492387.0,377875,6173.0,34599,911034.0,4451270.0,0.239,1584.0,100.7,26.0,Fooddrinktobacco-food processors,2.0,Food,5.959534585246155
Wm Wrigley Jr,Mr. WilliamWrigley,Chicago,IL,61.0,Yale,BA,54.0,21.0,,none,0.0,0.0,,,38.0,33.0,463750.0,,54936.0,,518686.0,5804590.0,17.95,1429.0,174.9,35.0,Fooddrinktobacco-food processors,2.0,Food,5.714904525987028
Campbell Soup,Mr. David W Johnson,Australia,,61.0,U of Sydney,BE,54.0,21.0,U of Chicago,MBA,1.0,1.0,58.0,25.0,4.0,4.0,806700.0,912722,41180.0,386374,2146980.0,6438420.0,0.186,6759.0,595.3,22.0,Fooddrinktobacco-food processors,2.0,Food,6.331827998823722
Archer Daniels Midla,Mr. Dwayne O Andreas,Worthington,MN,76.0,,,,,,none,0.0,0.0,,,24.0,24.0,2633570.0,,223925.0,149656,3007160.0,11209300.0,2.748,10315.0,468.7,15.0,Fooddrinktobacco-food processors,2.0,Food,6.478156535938394
Chiquita Brands Inte,Mr. Carl H Lindner,Dayton,OH,75.0,,,,,,none,0.0,0.0,,,10.0,10.0,410000.0,,8102.0,,418102.0,2037070.0,19.249,2533.0,-51.1,5.0,Fooddrinktobacco-food processors,2.0,Food,5.621282245012472
Dole Food,Mr. David H Murdock,Kansas City,MO,71.0,,,,,,none,0.0,0.0,,,12.0,9.0,932310.0,450000,,,1382310.0,5718850.0,22.34,3431.0,77.9,5.0,Fooddrinktobacco-food processors,2.0,Food,6.140605449834055
Ralston-Ralston Puri,Mr. William P Stiritz,Jasper,AR,59.0,Northwestern U,BS,59.0,24.0,St Louis U,MA,0.0,1.0,68.0,33.0,30.0,13.0,800000.0,350000,237679.0,,1387680.0,11403700.0,1.054,5949.0,332.0,4.0,Fooddrinktobacco-food processors,2.0,Food,6.142289329046245
Hormel Foods,Mr. Joel W Johnson,,,51.0,,,,,,none,0.0,0.0,,,3.0,1.0,273300.0,558000,15464.0,,846764.0,,0.013,2888.0,103.0,14.0,Fooddrinktobacco-food processors,2.0,Food,5.927762385797901
IBP,Mr. Robert L Peterson,Hartington,NE,61.0,,,,,,none,0.0,0.0,,,33.0,14.0,1240000.0,1.84805e+006,108440.0,,3196490.0,15532100.0,0.126,11671.0,77.5,13.0,Fooddrinktobacco-food processors,2.0,Food,6.504673350111472
CPC International,Mr. Charles R Shoemate,La Harpe,IL,54.0,Western Illinoi,BS,62.0,22.0,U of Chicago,MBA,1.0,1.0,72.0,32.0,32.0,4.0,670833.0,455000,741240.0,27500,1894570.0,6195650.0,0.031,6738.0,454.5,15.0,Fooddrinktobacco-food processors,2.0,Food,6.277510656088769
Kellogg,Mr. Arnold G Langbo,Canada,,57.0,,,,,,none,0.0,0.0,,,38.0,2.0,720000.0,546000,136921.0,217902,1620820.0,6768800.0,0.049,6295.0,680.7,12.0,Fooddrinktobacco-food processors,2.0,Food,6.209734786996985
Gerber Products,Mr. Alfred A Piergallini,Martin's Creek,PA,47.0,Lafayette C,BA,68.0,21.0,U of Chicago,MBA,1.0,1.0,70.0,23.0,5.0,4.0,506000.0,,599879.0,53224,1159100.0,5181290.0,0.159,1177.0,131.0,15.0,Fooddrinktobacco-food processors,2.0,Food,6.064120905829622
Pet,Mr. Miles L Marsh,South Africa,,46.0,U of Cape Town,BA,70.0,22.0,Northwestern U,PhD,0.0,1.0,76.0,28.0,5.0,3.0,575084.0,322906,1600550.0,,2498540.0,5851760.0,0.24,1564.0,-100.4,3.0,Fooddrinktobacco-food processors,2.0,Food,6.39768630660639
Loews,Mr. Laurence A Tisch,Brooklyn,NY,71.0,NYU,BS,42.0,19.0,U of Pennsylvan,MA,0.0,1.0,43.0,20.0,35.0,34.0,570296.0,,43058.0,,613354.0,1873060.0,15.361,12582.0,594.1,1.0,Fooddrinktobacco-tobacco,0.0,Food,5.787711201879135
RJR Nabisco,Mr. Charles M Harper,Lansing,MI,66.0,Purdue U,BS,49.0,21.0,U of Chicago,MBA,1.0,1.0,50.0,22.0,1.0,1.0,704615.0,1.75e+006,896247.0,,3350860.0,,0.055,15104.0,-3.0,-15.0,Fooddrinktobacco-tobacco,0.0,Food,6.525156283252282
Universal,Mr. Henry H Harrell,Richmond,VA,54.0,WashingtonLee,BA,61.0,21.0,,none,0.0,0.0,,,20.0,6.0,361655.0,355000,80193.0,11485,808333.0,3042430.0,0.213,2887.0,59.9,5.0,Fooddrinktobacco-tobacco,0.0,Food,5.907590309128075
American Brands,Mr. William J Alley,Vernon,TX,64.0,U of Oklahoma,BBA,51.0,21.0,U of Oklahoma,JD,0.0,1.0,54.0,24.0,27.0,7.0,1053600.0,862125,5608600.0,,7524320.0,20516200.0,0.069,8288.0,668.2,3.0,Fooddrinktobacco-tobacco,0.0,Food,6.876467257276928
UST Inc,Mr. Vincent A Gierer Jr,New York,NY,46.0,Iona C,BBA,69.0,21.0,,none,0.0,0.0,,,16.0,1.0,560000.0,1.53609e+006,14150.0,249725,2359970.0,,0.251,1080.0,368.9,19.0,Fooddrinktobacco-tobacco,0.0,Food,6.37290648224245
Philip Morris Cos,Mr. Michael A Miles,Chicago,IL,54.0,Northwestern U,BS,61.0,21.0,,none,0.0,0.0,,,12.0,3.0,1000000.0,345000,159558.0,,1504560.0,8583770.0,0.014,50621.0,3568.0,15.0,Fooddrinktobacco-tobacco,0.0,Food,6.1774095115505645
ConAgra,Mr. Philip B Fletcher,Watertown,NY,60.0,St Lawrence U,BS,54.0,20.0,MIT,MBA,1.0,1.0,70.0,36.0,12.0,2.0,800000.0,428600,1055690.0,793363,3077650.0,,0.223,23002.0,408.4,15.0,Fooddrink tobacco-food processors,0.0,Food,6.488219228974514
ALZA,Dr. ErnestMario,Clifton,NJ,55.0,Rutgers,BS,61.0,22.0,U of Rhode Isla,PhD,0.0,1.0,65.0,26.0,1.0,1.0,250000.0,25000,6063.0,,281063.0,,0.006,214.0,42.9,13.0,Health-biotechnology,3.0,Health,5.448803677505472
Chiron,Mr. Edward E Penhoet,Oakland,CA,53.0,Stanford U,AB,63.0,22.0,U of Washington,PhD,0.0,1.0,68.0,27.0,13.0,13.0,323122.0,247754,7075.0,761250,1339200.0,3659400.0,0.389,318.0,18.4,29.0,Health-biotechnology,3.0,Health,6.126845440649185
Genentech,Mr. G KirkRaab,New York,NY,58.0,Colgate U,BA,59.0,23.0,,none,0.0,0.0,,,9.0,4.0,745000.0,300000,241968.0,,1286970.0,12680000.0,0.014,608.0,58.9,20.0,Health-biotechnology,3.0,Health,6.1095684233719
Amgen,Mr. Gordon M Binder,St Louis,MO,58.0,Purdue U,BSE,57.0,21.0,Harvard,MBA,1.0,1.0,62.0,26.0,12.0,6.0,466676.0,487057,130428.0,,1084160.0,4318970.0,0.142,1374.0,374.6,41.0,Health-biotechnology,3.0,Health,6.035093379978575
Cardinal Health,Mr. Robert D Walter,Mansfield,OH,48.0,Ohio U,BS,67.0,21.0,Harvard,MBA,1.0,1.0,70.0,24.0,23.0,23.0,424046.0,190000,771377.0,334334,1719760.0,5311310.0,11.424,2304.0,38.5,36.0,Health-drugs,3.0,Health,6.235467843449269
Schering-Plough,Mr. Robert P Luciano,New York,NY,60.0,CUNY City,BBA,54.0,20.0,U of Michigan,JD,0.0,1.0,58.0,24.0,16.0,12.0,1070000.0,947000,1948740.0,1.88677e+006,5852520.0,20411800.0,0.013,4341.0,825.0,15.0,Health-drugs,3.0,Health,6.767342906499341
Rhone-Poulenc Rorer,Mr. Robert E Cawthorn,England,,58.0,Cambridge,BS,59.0,23.0,,none,0.0,0.0,,,12.0,9.0,733430.0,448490,396766.0,,1578690.0,15149700.0,0.094,4019.0,421.1,11.0,Health-drugs,3.0,Health,6.198296857996271
Abbott Laboratories,Mr. Duane L Burnham,Excelsior,MN,52.0,U of Minnesota,BS,63.0,21.0,U of Minnesota,MBA,1.0,1.0,72.0,30.0,12.0,4.0,772615.0,725000,1340260.0,,2837870.0,18293500.0,0.053,8408.0,1399.1,17.0,Health-drugs,3.0,Health,6.45299249697918
Perrigo,Mr. Michael J Jandernoa,Detroit,MI,44.0,U of Michigan,BA,73.0,23.0,,none,0.0,0.0,,,15.0,8.0,291100.0,300629,13521.0,,605250.0,1757280.0,13.39,634.0,52.4,20.0,Health-drugs,3.0,Health,5.78193479811377
Mallinckrodt Group,Mr. C RayHolman,Little Rock,AR,51.0,U of Missouri,BS,64.0,21.0,,none,0.0,0.0,,,18.0,1.0,433013.0,220000,15543.0,206379,874935.0,,0.128,1850.0,-102.9,21.0,Health-drugs,3.0,Health,5.941975789948158
Marion Merrell Dow,Mr. Fred W Lyons Jr,Youngstown,OH,58.0,U of Michigan,BS,57.0,21.0,Harvard,MBA,1.0,1.0,59.0,23.0,24.0,10.0,675000.0,,192002.0,,867002.0,15149200.0,0.083,2818.0,362.0,,Health-drugs,3.0,Health,5.93802009930777
IVAX,Dr. PhillipFrost,Philadelphia,PA,57.0,U of Pennsylvan,BA,57.0,20.0,Yeshiva U Einst,MD,0.0,1.0,61.0,24.0,7.0,7.0,340000.0,,3400.0,,343400.0,1851320.0,17.469,645.0,84.7,33.0,Health-drugs,3.0,Health,5.5358002908248976
American Home Produc,Mr. John R Stafford,Harrisburg,PA,56.0,Dickinson C,BA,59.0,21.0,George Washingt,LLB,0.0,1.0,62.0,24.0,24.0,7.0,1085000.0,1.085e+006,32550.0,3.85539e+006,6057940.0,21682300.0,0.041,8305.0,1469.3,11.0,Health-drugs,3.0,Health,6.782324967610578
National Intergroup,Mr. Abbey J Butler,New York,NY,56.0,American U,BS,58.0,20.0,,none,0.0,0.0,,,4.0,3.0,702000.0,175000,1750.0,,878750.0,,9.59,5388.0,8.6,-1.0,Health-drugs,3.0,Health,5.94386533802788
American Cyanamid,Mr. Albert J Costello,New York,NY,58.0,Fordham U,BS,57.0,21.0,NYU,MS,0.0,1.0,64.0,28.0,37.0,1.0,525000.0,329649,221265.0,,1075910.0,,0.011,4277.0,-163.7,2.0,Health-drugs,3.0,Health,6.031775944064459
Eli Lilly,Mr. Randall L Tobias,Lafayette,IN,52.0,Indiana U,BS,64.0,22.0,,none,0.0,0.0,,,1.0,1.0,503182.0,418861,813359.0,,1735400.0,,0.009,6452.0,491.1,3.0,Health-drugs,3.0,Health,6.239399593115787
Bristol-Myers Squibb,Mr. Charles A Heimbold Jr,Newark,NJ,60.0,Villanova,BA,54.0,20.0,U of Pennsylvan,LLB,0.0,1.0,60.0,26.0,31.0,1.0,828625.0,621121,2523070.0,,3972810.0,,0.026,11413.0,1959.0,6.0,Health-drugs,3.0,Health,6.5990977953788725
McKesson,Mr. AlanSeelenfreund,New York,NY,57.0,Cornell,BME,59.0,22.0,Stanford U,PhD,0.0,1.0,67.0,30.0,19.0,5.0,500000.0,550000,207410.0,108127,1365540.0,5019550.0,0.133,12203.0,150.5,20.0,Health-drugs,3.0,Health,6.135304426207603
Mylan Laboratories,Mr. MilanPuskar,Vintondale,PA,59.0,Youngstown Stat,BS,60.0,25.0,,none,0.0,0.0,,,33.0,1.0,700000.0,1.4e+006,481200.0,2.375e+006,4956200.0,,2.188,244.0,77.1,34.0,Health-drugs,3.0,Health,6.695148823358551
Upjohn,Mr. John L Zabriskie,Auburn,NY,54.0,Dartmouth,BS,61.0,21.0,U of Rochester,PhD,0.0,1.0,65.0,25.0,1.0,1.0,800000.0,,,,800000.0,,0.021,3653.0,411.3,3.0,Health-drugs,3.0,Health,5.903089986991944
Bergen Brunswig,Mr. Robert E Martini,Hackensack,NJ,62.0,Ohio State U,BS,54.0,22.0,,none,0.0,0.0,,,38.0,4.0,559154.0,200000,139648.0,2.50528e+006,3404080.0,6498920.0,7.49,7058.0,27.0,1.0,Health-drugs,3.0,Health,6.531999757978441
Warner-Lambert,Mr. Melvin R Goodes,Canada,,59.0,Queens U,BA,57.0,22.0,U of Chicago,MBA,1.0,1.0,60.0,25.0,29.0,3.0,820000.0,586000,679601.0,,2085600.0,9995930.0,0.091,5794.0,285.0,11.0,Health-drugs,3.0,Health,6.319231018160273
Pfizer,Mr. William C Steere Jr,Ann Arbor,MI,57.0,Stanford U,BA,59.0,22.0,,none,0.0,0.0,,,35.0,3.0,1100000.0,800000,64000.0,101796,2065800.0,6811560.0,0.022,7478.0,657.5,17.0,Health-drugs,3.0,Health,6.315088273088317
Merck,Dr. P RoyVagelos,Westfield,NJ,64.0,U of Pennsylvan,AB,50.0,20.0,Columbia,MD,0.0,1.0,54.0,24.0,19.0,9.0,1040630.0,1.2e+006,1309100.0,,3549720.0,23345800.0,0.07,10498.0,2166.2,9.0,Health-drugs,3.0,Health,6.550194097491496
Bindley Western Indu,Mr. William E Bindley,Terre Haute,IN,53.0,Purdue U,BS,61.0,20.0,,none,0.0,0.0,,,27.0,27.0,514400.0,165000,60935.0,,740335.0,2955830.0,28.336,3426.0,9.6,9.0,Health-drugs,3.0,Health,5.86942828152803
Forest Laboratories,Mr. HowardSolomon,New York,NY,66.0,CUNY City,BA,49.0,21.0,Yale,JD,0.0,1.0,52.0,24.0,17.0,17.0,482885.0,60000,5707.0,3.20337e+007,32582300.0,62818700.0,1.258,333.0,75.7,23.0,Health-drugs,3.0,Health,7.51298173810791
Manor Care,Mr. StewartBainum Jr,Takoma Park,MD,48.0,Pacific Union C,BA,68.0,22.0,UCLA,MBA,1.0,1.0,70.0,24.0,22.0,7.0,499200.0,269568,13732.0,,782500.0,3484180.0,2.933,1119.0,73.0,24.0,Health-health care services,3.0,Health,5.893484346218487
National Medical Ent,Mr. JeffreyBarbakow,Los Angeles,CA,50.0,San Jose State,BS,66.0,22.0,USC,MBA,1.0,1.0,68.0,24.0,1.0,1.0,850000.0,,,,850000.0,,0.011,3435.0,-270.1,6.0,Health-health care services,3.0,Health,5.929418925714293
Columbia/HCA Healthc,Mr. Richard L Scott,Kansas City,MO,41.0,U of Missouri,BBA,75.0,22.0,SMU,JD,0.0,1.0,78.0,25.0,7.0,7.0,371000.0,350000,5396.0,,726396.0,1545760.0,1.891,10252.0,591.0,,Health-health care services,3.0,Health,5.861173444017006
FHP International,Mr. Mark B Hacken,New York,NY,58.0,U of Florida,BSP,56.0,20.0,,none,0.0,0.0,,,1.0,1.0,,,,,,,1e-05,2265.0,53.1,19.0,Health-health care services,3.0,Health,
United HealthCare,Dr. William W McGuire,Troy,NY,46.0,U of Texas Aust,BA,70.0,22.0,U of Texas Galv,MD,0.0,1.0,74.0,26.0,6.0,3.0,575000.0,1.12125e+006,50740.0,,1746990.0,22431200.0,0.266,2469.0,194.6,89.0,Health-health care services,3.0,Health,6.242290419031443
PacifiCare Health Sy,Mr. AlanHoops,Long Beach,CA,46.0,UCLA,BS,69.0,21.0,U of Washington,MS,0.0,1.0,73.0,25.0,17.0,1.0,344380.0,300000,297378.0,902877,1844640.0,,0.878,2382.0,66.7,54.0,Health-health care services,3.0,Health,6.265911621839936
American Medical Hol,Mr. Robert W O'Leary,New Bedford,MA,50.0,U of Massachuse,BS,65.0,21.0,Suffolk U,JD,0.0,1.0,73.0,29.0,3.0,3.0,750000.0,685146,390666.0,,1825810.0,3979110.0,0.052,2255.0,72.9,-1.0,Health-health care services,3.0,Health,6.2614555813883905
HealthTrust,Mr. R ClaytonMcWhorter,Chattanooga,TN,60.0,Samford U,BS,55.0,21.0,,none,0.0,0.0,,,24.0,7.0,750000.0,375000,3572230.0,,4697230.0,6630930.0,0.781,2425.0,140.7,37.0,Health-health care services,3.0,Health,6.6718418259455
National Health Labo,Mr. James R Maher,Worcester,MA,44.0,Boston C,BA,71.0,21.0,Columbia,MBA,1.0,1.0,76.0,26.0,1.0,1.0,,,,,,,1e-05,761.0,112.7,16.0,Health-health care services,3.0,Health,
Beverly Enterprises,Mr. David R Banks,Arcadia,WI,57.0,U of Arkansas,BA,59.0,22.0,,none,0.0,0.0,,,22.0,5.0,519231.0,235000,350595.0,,1104830.0,4300810.0,0.154,2871.0,60.3,8.0,Health-health care services,3.0,Health,6.043295458345345
US Healthcare,Mr. LeonardAbramson,Philadelphia,PA,61.0,Penn State U,BA,54.0,21.0,Nova U,MPA,0.0,1.0,78.0,45.0,18.0,18.0,1841000.0,1.0644e+006,50400.0,,2955800.0,16907100.0,11.48,2580.0,299.7,72.0,Health-health care services,3.0,Health,6.470675044798937
Humana,Mr. David A Jones,Louisville,KY,62.0,U of Louisville,BS,54.0,22.0,Yale,JD,0.0,1.0,60.0,28.0,33.0,33.0,790600.0,790126,744066.0,2.97197e+006,5296770.0,16948100.0,5.895,3137.0,89.0,25.0,Health-health care services,3.0,Health,6.724011115110508
WellPoint Health Net,Mr. Leonard D Schaeffer,Chicago,IL,48.0,Princeton,BA,69.0,23.0,,none,0.0,0.0,,,8.0,8.0,572262.0,272895,537292.0,,1382450.0,,0.804,2449.0,186.6,-6.0,Health-health care services,3.0,Health,6.140649432839827
Pall,Mr. Maurice G Hardy,England,,64.0,Merchant Ventur,BSM,49.0,19.0,,none,0.0,0.0,,,32.0,5.0,441012.0,382225,119778.0,,943015.0,6574260.0,0.173,683.0,97.2,14.0,Health-medical supplies,3.0,Health,5.9745186008660855
Hillenbrand Industri,Mr. W AugustHillenbrand,Batesville,IN,53.0,St Joseph's IND,BS,65.0,24.0,,none,0.0,0.0,,,28.0,5.0,586461.0,531000,1638330.0,,2755790.0,7986930.0,5.024,1448.0,145.8,25.0,Health-medical supplies,3.0,Health,6.440246119869824
JohnsonJohnson,Mr. Ralph S Larsen,Brooklyn,NY,55.0,Hofstra U,BBA,62.0,23.0,,none,0.0,0.0,,,32.0,5.0,890000.0,448125,342353.0,419716,2100190.0,11036500.0,0.018,14138.0,1787.0,13.0,Health-medical supplies,3.0,Health,6.32225858626674
St Jude Medical,Mr. Ronald A Matricaria,,,51.0,Mass C of Pharm,BS,66.0,23.0,,none,0.0,0.0,,,1.0,1.0,400000.0,358250,807.0,,759057.0,,0.086,253.0,109.6,14.0,Health-medical supplies,3.0,Health,5.880274389671484
Allergan,Mr. William C Shepherd,San Francisco,CA,55.0,U of Cal Berkel,BS,63.0,24.0,Pepperdine U,MBA,1.0,1.0,76.0,37.0,28.0,2.0,494348.0,320000,23235.0,81199,918782.0,2480920.0,0.15,859.0,108.9,-1.0,Health-medical supplies,3.0,Health,5.963212478276092
Becton Dickinson,Mr. Raymond V Gilmartin,Washington,DC,53.0,Union C,BSE,63.0,22.0,Harvard,MBA,1.0,1.0,68.0,27.0,18.0,5.0,629167.0,420000,29388.0,288671,1367230.0,5329840.0,0.088,2459.0,215.2,10.0,Health-medical supplies,3.0,Health,6.1358415791827765
BauschLomb,Mr. Daniel E Gill,Ziegler,IL,57.0,Northwestern U,BS,58.0,21.0,,none,0.0,0.0,,,15.0,13.0,950000.0,680000,1636800.0,84219,3351020.0,21702700.0,0.186,1872.0,156.5,16.0,Health-medical supplies,3.0,Health,6.525177019856673
Medtronic,Mr. William W George,Muskegon,MI,51.0,Georgia Tech,BSI,64.0,21.0,Harvard,MBA,1.0,1.0,66.0,23.0,5.0,3.0,479991.0,338394,561850.0,,1380240.0,3659280.0,0.081,1356.0,223.6,31.0,Health-medical supplies,3.0,Health,6.139954609309331
Baxter International,Mr. Vernon R Loucks Jr,Evanston,IL,59.0,Yale,BA,57.0,22.0,Harvard,MBA,1.0,1.0,63.0,28.0,28.0,14.0,693231.0,500000,918721.0,670733,2782690.0,15536500.0,0.117,8879.0,-268.0,8.0,Health-medical supplies,3.0,Health,6.444464827322805
US Surgical,Mr. Leon C Hirsch,Bronx,NY,66.0,,,,,,none,0.0,0.0,,,30.0,30.0,1026020.0,352680,1379060.0,,2757750.0,114346000.0,3.056,1037.0,-138.7,17.0,Health-medical supplies,3.0,Health,6.440554893260562
Leucadia National,Mr. Ian M Cumming,Canada,,54.0,U of Kansas,,62.0,22.0,,none,0.0,0.0,,,16.0,16.0,464412.0,1.61412e+006,250127.0,7.35e+006,9678660.0,17392700.0,19.521,1408.0,116.3,38.0,Insurance-diversified,4.0,Insurance,6.985815233869407
Lincoln National,Mr. Ian M Rolland,Fort Wayne,IN,60.0,DePauw U,BA,55.0,21.0,U of Michigan,MA,0.0,1.0,56.0,22.0,38.0,17.0,896494.0,,331680.0,,1228170.0,7502400.0,0.11,8290.0,415.3,15.0,Insurance-diversified,4.0,Insurance,6.089258484844243
Horace Mann Educator,Mr. Paul J Kardos,Vandergrift,PA,57.0,Grove City C,BS,62.0,25.0,,none,0.0,0.0,,,17.0,12.0,363750.0,400000,21813.0,,785563.0,3030040.0,1.751,708.0,77.2,15.0,Insurance-diversified,4.0,Insurance,5.895181020000066
Old Republic Interna,Mr. A C Zucaro,France,,55.0,CUNY Queens,BS,62.0,23.0,,none,0.0,0.0,,,18.0,4.0,454850.0,400000,5486.0,2.63337e+006,3493700.0,5715640.0,0.355,1736.0,166.4,19.0,Insurance-diversified,4.0,Insurance,6.543285609880379
Aetna LifeCasualty,Mr. Ronald E Compton,Chicago,IL,61.0,Northwestern U,BA,54.0,21.0,,none,0.0,0.0,,,40.0,2.0,775000.0,550000,68813.0,947362,2341180.0,4002120.0,0.017,17118.0,-588.3,7.0,Insurance-diversified,4.0,Insurance,6.3694348054102194
American Internation,Mr. Maurice R Greenberg,New York,NY,69.0,U of Miami,BA,48.0,23.0,NY Law School,LLB,0.0,1.0,50.0,25.0,33.0,27.0,1231730.0,1.1e+006,2998.0,2.76125e+006,5095980.0,14833300.0,2.151,20135.0,1918.1,15.0,Insurance-diversified,4.0,Insurance,6.707227714871509
Safeco,Mr. Roger H Eigsti,Vancouver,WA,52.0,Linfield C,BS,64.0,22.0,,none,0.0,0.0,,,22.0,2.0,516667.0,51667,295013.0,249992,1113340.0,2476230.0,0.054,3517.0,425.9,17.0,Insurance-diversified,4.0,Insurance,6.046627812649876
Cigna,Mr. Wilson H Taylor,Hartford,CT,50.0,Trinity College,BS,64.0,20.0,,none,0.0,0.0,,,30.0,6.0,790000.0,,53567.0,103250,946817.0,8219730.0,0.105,18402.0,234.0,8.0,Insurance-diversified,4.0,Insurance,5.976266047038954
Unitrin,Mr. Richard C Vie,St Louis,MO,56.0,,,,,,none,0.0,0.0,,,11.0,2.0,315000.0,85000,300.0,,400300.0,1084050.0,1e-05,1363.0,95.0,9.0,Insurance-diversified,4.0,Insurance,5.602385590105105
Southwestern Life,Mr. Robert L Beisenherz,Houston,TX,48.0,U of Texas Aust,BBA,68.0,22.0,,none,0.0,0.0,,,4.0,2.0,500016.0,,,,500016.0,,1e-05,968.0,287.0,6.0,Insurance-lifehealth,4.0,Insurance,5.698983901537085
Transamerica,Mr. Frank C Herringer,New York,NY,51.0,Dartmouth,AB,64.0,21.0,Dartmouth,MBA,1.0,1.0,65.0,22.0,15.0,3.0,930000.0,850000,173851.0,138291,2092140.0,6589710.0,0.056,4833.0,400.5,14.0,Insurance-lifehealth,4.0,Insurance,6.320590742907044
USLife,Mr. Gordon E Crosby Jr,Remsen,IA,73.0,U of Missouri,BS,46.0,25.0,,none,0.0,0.0,,,35.0,28.0,868846.0,580000,657407.0,79361,2185610.0,9619170.0,1.106,1600.0,97.2,11.0,Insurance-lifehealth,4.0,Insurance,6.3395726690690095
NWNL Cos,Mr. John G Turner,Springfield,MA,54.0,Amherst C,BA,61.0,21.0,,none,0.0,0.0,,,27.0,3.0,513939.0,377263,341602.0,314962,1547770.0,3126330.0,0.237,1490.0,82.5,18.0,Insurance-lifehealth,4.0,Insurance,6.1897064245948235
Equitable of Iowa Co,Mr. Frederick S Hubbell,Des Moines,IA,43.0,U of North Caro,BA,73.0,22.0,U of Iowa,JD,0.0,1.0,76.0,25.0,11.0,5.0,395833.0,320000,41570.0,1.11469e+006,1872100.0,5185300.0,1.741,573.0,87.2,44.0,Insurance-lifehealth,4.0,Insurance,6.272329043274019
Equitable Cos,Mr. Richard H Jenrette,Raleigh,NC,65.0,U of North Caro,BA,51.0,22.0,Harvard,MBA,1.0,1.0,57.0,28.0,35.0,4.0,730000.0,1.14e+007,255896.0,,12385900.0,21332500.0,1e-05,6480.0,234.5,74.0,Insurance-lifehealth,4.0,Insurance,7.092927569325781
Uslico,Mr. Daniel J Callahan III,Washington,DC,62.0,Williams C,BA,54.0,22.0,,none,0.0,0.0,,,2.0,2.0,300000.0,,2344.0,,302344.0,,0.019,418.0,23.6,-1.0,Insurance-lifehealth,4.0,Insurance,5.480501354477443
UNUM,Mr. James F Orr III,Minneapolis,MN,51.0,Villanova,BS,65.0,22.0,Boston U,MBA,1.0,1.0,70.0,27.0,8.0,7.0,606154.0,454600,27439.0,1.88766e+006,2975850.0,11132000.0,0.171,3397.0,312.0,30.0,Insurance-lifehealth,4.0,Insurance,6.473611036479325
American National In,Mr. Robert L Moody,Galveston,TX,58.0,,,,,,none,0.0,0.0,,,12.0,3.0,2667730.0,,1016.0,,2668750.0,7328710.0,1.318,1329.0,185.5,11.0,Insurance-lifehealth,4.0,Insurance,6.426307892369099
Torchmark,Mr. Ronald K Richey,Erie,KS,67.0,Washburn U,BA,49.0,22.0,Washburn U,JD,0.0,1.0,51.0,24.0,30.0,9.0,1166680.0,833324,160710.0,,2160710.0,47971700.0,1.325,2177.0,279.6,16.0,Insurance-lifehealth,4.0,Insurance,6.334596481898853
SunAmerica,Mr. EliBroad,New York,NY,60.0,Michigan State,BA,54.0,20.0,,none,0.0,0.0,,,37.0,37.0,595833.0,970320,972835.0,8.24161e+006,10780600.0,21736600.0,19.186,884.0,138.6,38.0,Insurance-lifehealth,4.0,Insurance,7.032642932412662
Aflac,Mr. Daniel P Amos,Pensacola,FL,42.0,U of Georgia,BS,73.0,21.0,,none,0.0,0.0,,,21.0,4.0,913218.0,658346,245049.0,3.48626e+006,5302870.0,13743100.0,0.898,5001.0,243.9,20.0,Insurance-lifehealth,4.0,Insurance,6.724510980508214
CCP Insurance,Mr. Stephen C Hilbert,Terre Haute,IN,48.0,,,,,,none,0.0,0.0,,,15.0,2.0,,,,,,,0.054,633.0,107.6,26.0,Insurance-lifehealth,4.0,Insurance,
Conseco,Mr. Stephen C Hilbert,Terre Haute,IN,48.0,,,,,,none,0.0,0.0,,,15.0,15.0,250000.0,8.28767e+006,190570.0,2.99471e+007,38675400.0,51156100.0,2.842,2637.0,308.9,76.0,Insurance-lifehealth,4.0,Insurance,7.587434814081668
First Colony,Mr. Bruce C Gottwald Jr,Richmond,VA,36.0,VMI,BA,80.0,22.0,Col of William,MBA,1.0,1.0,84.0,26.0,2.0,2.0,346000.0,215600,8942.0,,570542.0,,0.452,1560.0,203.9,-23.0,Insurance-lifehealth,4.0,Insurance,5.756287620177281
