Index,Date,Daily Zoo Attendance,Log attendance,Revenue,Average Ticket Price,MaxTemp,Gas price,Total Ad Stock,Ad,Weather Condition,Weather Condition refined,Holiday/Events,Month,Season,day of the week,Weekend?,Events_recode,Weather_recode_2
642.0,2006-01-02,1816.0,7.504391559161238,12875.44,7.09,45.0,2.52,6.0,yes,RAIN,RAIN,HolidayLights,JAN,LOW SEASON,Mon,No,Have Events,NOT GOOD WEATHER
643.0,2006-01-03,53.0,3.970291913552122,374.18,7.06,41.0,2.53,5.0,no,SNOW,SIGNIFICANTSNOW,HolidayLights,JAN,LOW SEASON,Tue,No,Have Events,NOT GOOD WEATHER
644.0,2006-01-04,1205.0,7.094234845924755,120.5,0.1,38.0,2.54,5.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,HolidayLights,JAN,LOW SEASON,Wed,No,Have Events,GOOD WEATHER
645.0,2006-01-05,280.0,5.634789603169249,1990.8000000000002,7.11,50.0,2.55,5.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,HolidayLights,JAN,LOW SEASON,Thu,No,Have Events,GOOD WEATHER
646.0,2006-01-06,352.0,5.863631175598097,2534.4,7.2,41.0,2.55,4.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,HolidayLights,JAN,LOW SEASON,Fri,No,Have Events,GOOD WEATHER
647.0,2006-01-07,806.0,6.692083742506628,5762.900000000001,7.15,36.0,2.56,4.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,JAN,LOW SEASON,Sat,Yes,Have Events,GOOD WEATHER
648.0,2006-01-08,1406.0,7.2485040723706105,10081.02,7.17,46.0,2.57,4.0,no,SNOW,SIGNIFICANTSNOW,HolidayLights,JAN,LOW SEASON,Sun,Yes,Have Events,NOT GOOD WEATHER
649.0,2006-01-09,370.0,5.91350300563827,2693.6,7.28,58.0,2.58,4.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JAN,LOW SEASON,Mon,No,NONE,GOOD WEATHER
650.0,2006-01-10,804.0,6.6895992691789665,5724.4800000000005,7.12,48.0,2.58,4.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JAN,LOW SEASON,Tue,No,NONE,GOOD WEATHER
651.0,2006-01-11,1009.0,6.9167150203536085,100.9,0.1,53.0,2.59,3.0,no,RAIN,RAIN,NONE,JAN,LOW SEASON,Wed,No,NONE,NOT GOOD WEATHER
652.0,2006-01-12,864.0,6.761572768804055,6272.639999999999,7.26,55.0,2.59,3.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JAN,LOW SEASON,Thu,No,NONE,GOOD WEATHER
653.0,2006-01-13,449.0,6.1070228877422545,3183.41,7.09,51.0,2.59,3.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JAN,LOW SEASON,Fri,No,NONE,GOOD WEATHER
654.0,2006-01-14,373.0,5.921578419643816,2648.2999999999997,7.1,55.0,2.59,3.0,no,SNOW,SIGNIFICANTSNOW,NONE,JAN,LOW SEASON,Sat,Yes,NONE,NOT GOOD WEATHER
655.0,2006-01-15,198.0,5.288267030694535,1413.72,7.14,32.0,2.6,3.0,no,SNOW,SNOW,NONE,JAN,LOW SEASON,Sun,Yes,NONE,NOT GOOD WEATHER
656.0,2006-01-16,513.0,6.240275845170769,3657.69,7.13,31.0,2.6,3.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JAN,LOW SEASON,Mon,No,NONE,GOOD WEATHER
657.0,2006-01-17,341.0,5.831882477283517,2438.15,7.15,44.0,2.59,3.0,no,RAIN,RAIN,NONE,JAN,LOW SEASON,Tue,No,NONE,NOT GOOD WEATHER
658.0,2006-01-18,338.0,5.823045895483019,33.800000000000004,0.1,56.0,2.59,3.0,no,RAIN,RAIN,NONE,JAN,LOW SEASON,Wed,No,NONE,NOT GOOD WEATHER
659.0,2006-01-19,334.0,5.811140992976701,2364.72,7.08,46.0,2.58,2.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JAN,LOW SEASON,Thu,No,NONE,GOOD WEATHER
660.0,2006-01-20,884.0,6.784457062637643,6488.5599999999995,7.34,57.0,2.57,2.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JAN,LOW SEASON,Fri,No,NONE,GOOD WEATHER
661.0,2006-01-21,2189.0,7.691200097522863,15498.12,7.08,62.0,2.57,2.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JAN,LOW SEASON,Sat,Yes,NONE,GOOD WEATHER
662.0,2006-01-22,1886.0,7.542213463193403,13541.48,7.18,43.0,2.56,2.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JAN,LOW SEASON,Sun,Yes,NONE,GOOD WEATHER
663.0,2006-01-23,201.0,5.303304908059076,1407.0,7.0,41.0,2.56,2.0,no,SNOW,SNOW,NONE,JAN,LOW SEASON,Mon,No,NONE,NOT GOOD WEATHER
664.0,2006-01-24,536.0,6.284134161070802,3805.6,7.1,43.0,2.55,2.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JAN,LOW SEASON,Tue,No,NONE,GOOD WEATHER
665.0,2006-01-25,1305.0,7.173958319756794,130.5,0.1,42.0,2.54,2.0,no,RAIN,RAIN,NONE,JAN,LOW SEASON,Wed,No,NONE,NOT GOOD WEATHER
666.0,2006-01-26,383.0,5.948034989180646,2784.41,7.27,35.0,2.54,2.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JAN,LOW SEASON,Thu,No,NONE,GOOD WEATHER
667.0,2006-01-27,452.0,6.113682179832232,3263.44,7.22,41.0,2.53,2.0,no,SUNNY/CLOUDY,Sunny,NONE,JAN,LOW SEASON,Fri,No,NONE,GOOD WEATHER
668.0,2006-01-28,2982.0,8.000349495324684,21261.66,7.13,56.0,2.52,2.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JAN,LOW SEASON,Sat,Yes,NONE,GOOD WEATHER
669.0,2006-01-29,889.0,6.790097235513905,6303.01,7.09,52.0,2.52,2.0,no,RAIN,RAIN,NONE,JAN,LOW SEASON,Sun,Yes,NONE,NOT GOOD WEATHER
670.0,2006-01-30,713.0,6.569481420414296,5090.82,7.14,61.0,2.51,2.0,no,RAIN,RAIN,NONE,JAN,LOW SEASON,Mon,No,NONE,NOT GOOD WEATHER
671.0,2006-01-31,373.0,5.921578419643816,2611.0,7.0,43.0,2.51,2.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JAN,LOW SEASON,Tue,No,NONE,GOOD WEATHER
672.0,2006-02-01,1079.0,6.983789965258135,107.9,0.1,42.0,2.5,2.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,FEB,LOW SEASON,Wed,No,NONE,GOOD WEATHER
673.0,2006-02-02,522.0,6.257667587882639,3857.58,7.39,51.0,2.49,2.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,FEB,LOW SEASON,Thu,No,NONE,GOOD WEATHER
674.0,2006-02-03,372.0,5.918893854273146,2659.8,7.15,62.0,2.49,2.0,no,RAIN,RAIN,NONE,FEB,LOW SEASON,Fri,No,NONE,NOT GOOD WEATHER
675.0,2006-02-04,721.0,6.580639137284949,5111.89,7.09,52.0,2.48,2.0,no,RAIN,RAIN,NONE,FEB,LOW SEASON,Sat,Yes,NONE,NOT GOOD WEATHER
676.0,2006-02-05,1442.0,7.273786317844895,10267.04,7.12,51.0,2.47,2.0,no,RAIN,RAIN,NONE,FEB,LOW SEASON,Sun,Yes,NONE,NOT GOOD WEATHER
677.0,2006-02-06,363.0,5.8944028342648505,2566.4100000000003,7.07,39.0,2.47,2.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,FEB,LOW SEASON,Mon,No,NONE,GOOD WEATHER
678.0,2006-02-07,384.0,5.950642552587727,2730.2400000000002,7.11,44.0,2.46,2.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,FEB,LOW SEASON,Tue,No,NONE,GOOD WEATHER
679.0,2006-02-08,937.0,6.842683282238422,93.7,0.1,37.0,2.46,2.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,FEB,LOW SEASON,Wed,No,NONE,GOOD WEATHER
680.0,2006-02-09,706.0,6.559615237493242,5033.78,7.13,36.0,2.45,2.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,FEB,LOW SEASON,Thu,No,NONE,GOOD WEATHER
681.0,2006-02-10,324.0,5.780743515792329,2310.12,7.13,38.0,2.44,2.0,no,SNOW,SIGNIFICANTSNOW,NONE,FEB,LOW SEASON,Fri,No,NONE,NOT GOOD WEATHER
682.0,2006-02-11,465.0,6.142037405587356,3282.8999999999996,7.06,38.0,2.44,1.0,no,SNOW,SNOW,NONE,FEB,LOW SEASON,Sat,Yes,NONE,NOT GOOD WEATHER
683.0,2006-02-12,1.0,0.0,0.1,0.1,30.0,2.43,1.0,no,SNOW,SIGNIFICANTSNOW,NONE,FEB,LOW SEASON,Sun,Yes,NONE,NOT GOOD WEATHER
684.0,2006-02-13,307.0,5.726847747587197,2225.75,7.25,36.0,2.43,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,FEB,LOW SEASON,Mon,No,NONE,GOOD WEATHER
685.0,2006-02-14,391.0,5.968707559985366,2772.19,7.09,42.0,2.42,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,FEB,LOW SEASON,Tue,No,NONE,GOOD WEATHER
686.0,2006-02-15,999.0,6.906754778648554,99.9,0.1,53.0,2.41,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,FEB,LOW SEASON,Wed,No,NONE,GOOD WEATHER
687.0,2006-02-16,492.0,6.198478716492308,3552.24,7.22,56.0,2.41,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,FEB,LOW SEASON,Thu,No,NONE,GOOD WEATHER
688.0,2006-02-17,532.0,6.2766434893416445,3830.4,7.2,57.0,2.4,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,FEB,LOW SEASON,Fri,No,NONE,GOOD WEATHER
689.0,2006-02-18,575.0,6.354370040797351,4065.25,7.07,36.0,2.4,1.0,no,SNOW,SIGNIFICANTSNOW,NONE,FEB,LOW SEASON,Sat,Yes,NONE,NOT GOOD WEATHER
690.0,2006-02-19,545.0,6.300785794663244,3896.75,7.15,30.0,2.39,1.0,no,SUNNY/CLOUDY,Sunny,NONE,FEB,LOW SEASON,Sun,Yes,NONE,GOOD WEATHER
691.0,2006-02-20,1146.0,7.044032897274685,8102.22,7.07,37.0,2.39,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,FEB,LOW SEASON,Mon,No,NONE,GOOD WEATHER
692.0,2006-02-21,1232.0,7.116394144093465,8784.16,7.13,41.0,2.38,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,FEB,LOW SEASON,Tue,No,NONE,GOOD WEATHER
693.0,2006-02-22,5843.0,8.672999642554437,584.3000000000001,0.1,44.0,2.38,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,AfroAmerican,FEB,LOW SEASON,Wed,No,Have Events,GOOD WEATHER
694.0,2006-02-23,1159.0,7.055312843339752,8275.26,7.14,47.0,2.38,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,FEB,LOW SEASON,Thu,No,NONE,GOOD WEATHER
695.0,2006-02-24,844.0,6.738152494595957,6051.48,7.17,40.0,2.38,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,FEB,LOW SEASON,Fri,No,NONE,GOOD WEATHER
696.0,2006-02-25,692.0,6.539585955617669,4940.88,7.14,50.0,2.38,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,FEB,LOW SEASON,Sat,Yes,NONE,GOOD WEATHER
697.0,2006-02-26,515.0,6.244166900663736,3635.8999999999996,7.06,30.0,2.39,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,FEB,LOW SEASON,Sun,Yes,NONE,GOOD WEATHER
698.0,2006-02-27,374.0,5.924255797414532,2651.66,7.09,32.0,2.39,1.0,no,SNOW,SIGNIFICANTSNOW,NONE,FEB,LOW SEASON,Mon,No,NONE,NOT GOOD WEATHER
699.0,2006-02-28,400.0,5.991464547107982,2836.0,7.09,34.0,2.4,1.0,no,SNOW,SNOW,NONE,FEB,LOW SEASON,Tue,No,NONE,NOT GOOD WEATHER
700.0,2006-03-01,1201.0,7.0909098220799835,120.10000000000001,0.1,43.0,2.4,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAR,LOW SEASON,Wed,No,NONE,GOOD WEATHER
701.0,2006-03-02,402.0,5.996452088619021,2814.0,7.0,35.0,2.41,1.0,no,SNOW,SNOW,NONE,MAR,LOW SEASON,Thu,No,NONE,NOT GOOD WEATHER
702.0,2006-03-03,347.0,5.849324779946859,2453.29,7.07,34.0,2.41,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAR,LOW SEASON,Fri,No,NONE,GOOD WEATHER
703.0,2006-03-04,733.0,6.597145701886651,5262.94,7.18,39.0,2.42,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAR,LOW SEASON,Sat,Yes,NONE,GOOD WEATHER
704.0,2006-03-05,1145.0,7.0431599159883405,8186.75,7.15,46.0,2.42,1.0,no,SUNNY/CLOUDY,Sunny,NONE,MAR,LOW SEASON,Sun,Yes,NONE,GOOD WEATHER
705.0,2006-03-06,459.0,6.129050210060545,3268.08,7.12,43.0,2.43,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAR,LOW SEASON,Mon,No,NONE,GOOD WEATHER
706.0,2006-03-07,1297.0,7.167809184316444,9195.73,7.09,45.0,2.43,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAR,LOW SEASON,Tue,No,NONE,GOOD WEATHER
707.0,2006-03-08,2419.0,7.791109510610028,241.9,0.1,47.0,2.44,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAR,LOW SEASON,Wed,No,NONE,GOOD WEATHER
708.0,2006-03-09,993.0,6.900730664045173,7080.09,7.13,50.0,2.44,1.0,no,RAIN,RAIN,NONE,MAR,LOW SEASON,Thu,No,NONE,NOT GOOD WEATHER
709.0,2006-03-10,1443.0,7.274479558773871,10346.31,7.17,71.0,2.45,1.0,no,RAIN,RAIN,NONE,MAR,LOW SEASON,Fri,No,NONE,NOT GOOD WEATHER
710.0,2006-03-11,11008.0,9.306377560173125,78597.12,7.14,62.0,2.45,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAR,LOW SEASON,Sat,Yes,NONE,GOOD WEATHER
711.0,2006-03-12,864.0,6.761572768804055,6117.12,7.08,52.0,2.46,1.0,no,RAIN,RAIN,WomensDay,MAR,LOW SEASON,Sun,Yes,Have Events,NOT GOOD WEATHER
712.0,2006-03-13,1060.0,6.966024187106113,7547.2,7.12,60.0,2.46,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAR,LOW SEASON,Mon,No,NONE,GOOD WEATHER
713.0,2006-03-14,1517.0,7.324489979348532,10770.699999999999,7.1,61.0,2.47,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAR,LOW SEASON,Tue,No,NONE,GOOD WEATHER
714.0,2006-03-15,2204.0,7.698029170272805,220.4,0.1,45.0,2.47,1.0,no,SNOW,SIGNIFICANTSNOW,NONE,MAR,LOW SEASON,Wed,No,NONE,NOT GOOD WEATHER
715.0,2006-03-16,1018.0,6.925595197110468,7258.34,7.13,48.0,2.48,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAR,LOW SEASON,Thu,No,NONE,GOOD WEATHER
716.0,2006-03-17,927.0,6.831953565565855,6618.78,7.14,46.0,2.48,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAR,LOW SEASON,Fri,No,NONE,GOOD WEATHER
717.0,2006-03-18,1734.0,7.458186157340487,12311.4,7.1,42.0,2.49,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,LivingGreen,MAR,LOW SEASON,Sat,Yes,Have Events,GOOD WEATHER
718.0,2006-03-19,1632.0,7.397561535524052,11636.16,7.13,43.0,2.49,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,LivingGreen,MAR,LOW SEASON,Sun,Yes,Have Events,GOOD WEATHER
719.0,2006-03-20,748.0,6.617402977974478,5295.84,7.08,42.0,2.5,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAR,LOW SEASON,Mon,No,NONE,GOOD WEATHER
720.0,2006-03-21,592.0,6.3835066348840055,4209.12,7.11,43.0,2.5,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAR,LOW SEASON,Tue,No,NONE,GOOD WEATHER
721.0,2006-03-22,2710.0,7.904703913873747,271.0,0.1,45.0,2.5,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAR,LOW SEASON,Wed,No,NONE,GOOD WEATHER
722.0,2006-03-23,1615.0,7.387090235656757,11676.45,7.23,53.0,2.5,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAR,LOW SEASON,Thu,No,NONE,GOOD WEATHER
723.0,2006-03-24,1813.0,7.502738210754851,12872.3,7.1,52.0,2.5,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAR,LOW SEASON,Fri,No,NONE,GOOD WEATHER
724.0,2006-03-25,2609.0,7.866722285136729,18784.8,7.2,47.0,2.52,1.0,no,RAIN,RAIN,NONE,MAR,LOW SEASON,Sat,Yes,NONE,NOT GOOD WEATHER
725.0,2006-03-26,2658.0,7.885329239273191,19403.399999999998,7.3,51.0,2.54,1.0,no,RAIN,RAIN,NONE,MAR,LOW SEASON,Sun,Yes,NONE,NOT GOOD WEATHER
726.0,2006-03-27,1508.0,7.318539548567902,10842.52,7.19,58.0,2.55,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAR,LOW SEASON,Mon,No,NONE,GOOD WEATHER
727.0,2006-03-28,2194.0,7.693481640835175,15752.92,7.18,54.0,2.57,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAR,LOW SEASON,Tue,No,NONE,GOOD WEATHER
728.0,2006-03-29,6392.0,8.76280248744611,639.2,0.1,59.0,2.59,1.0,no,SUNNY/CLOUDY,Sunny,NONE,MAR,LOW SEASON,Wed,No,NONE,GOOD WEATHER
729.0,2006-03-30,4125.0,8.324821298768782,29700.0,7.2,64.0,2.61,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAR,LOW SEASON,Thu,No,NONE,GOOD WEATHER
730.0,2006-03-31,4302.0,8.366835309827675,30845.34,7.17,63.0,2.63,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAR,LOW SEASON,Fri,No,NONE,GOOD WEATHER
731.0,2006-04-01,3145.0,8.05356916913454,28776.75,9.15,74.0,2.65,1.0,no,RAIN,RAIN,NONE,APR,HIGH SEASON,Sat,Yes,NONE,NOT GOOD WEATHER
732.0,2006-04-02,7475.0,8.919319398258887,68246.75,9.13,67.0,2.67,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,APR,HIGH SEASON,Sun,Yes,NONE,GOOD WEATHER
733.0,2006-04-03,885.0,6.785587645007929,8221.65,9.29,55.0,2.69,1.0,no,RAIN,RAIN,NONE,APR,HIGH SEASON,Mon,No,NONE,NOT GOOD WEATHER
734.0,2006-04-04,1155.0,7.051855622955894,10649.1,9.22,56.0,2.7,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,APR,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
735.0,2006-04-05,3425.0,8.138856750696325,342.5,0.1,46.0,2.72,1.0,no,SNOW,SNOW,NONE,APR,HIGH SEASON,Wed,No,NONE,NOT GOOD WEATHER
736.0,2006-04-06,2143.0,7.669961995473577,19587.02,9.14,54.0,2.74,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,APR,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
737.0,2006-04-07,1085.0,6.98933526597456,9895.199999999999,9.12,63.0,2.76,1.0,no,RAIN,RAIN,NONE,APR,HIGH SEASON,Fri,No,NONE,NOT GOOD WEATHER
738.0,2006-04-08,413.0,6.023447592961033,3882.2000000000003,9.4,58.0,2.78,1.0,no,SNOW,SIGNIFICANTSNOW,NONE,APR,HIGH SEASON,Sat,Yes,NONE,NOT GOOD WEATHER
739.0,2006-04-09,5718.0,8.651374372882257,52205.340000000004,9.13,58.0,2.8,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,APR,HIGH SEASON,Sun,Yes,NONE,GOOD WEATHER
740.0,2006-04-10,4417.0,8.393216011596527,40415.55,9.15,57.0,2.82,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,APR,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
741.0,2006-04-11,6499.0,8.77940359789435,59205.89,9.11,60.0,2.84,105.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,APR,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
742.0,2006-04-12,20749.0,9.940253331726451,2074.9,0.1,58.0,2.86,161.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,APR,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
743.0,2006-04-13,7819.0,8.964311948124514,71465.66,9.14,75.0,2.88,207.0,yes,RAIN,RAIN,NONE,APR,HIGH SEASON,Thu,No,NONE,NOT GOOD WEATHER
744.0,2006-04-14,7270.0,8.891511570527564,66375.1,9.13,63.0,2.9,248.0,yes,RAIN,RAIN,NONE,APR,HIGH SEASON,Fri,No,NONE,NOT GOOD WEATHER
745.0,2006-04-15,13386.0,9.501964663660587,122214.18000000001,9.13,80.0,2.93,285.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,EASTER,APR,HIGH SEASON,Sat,Yes,Have Events,GOOD WEATHER
746.0,2006-04-16,17698.0,9.781206917827296,160874.82,9.09,67.0,2.95,319.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,EASTER,APR,HIGH SEASON,Sun,Yes,Have Events,GOOD WEATHER
747.0,2006-04-17,13525.0,9.512295103714683,124429.99999999999,9.2,63.0,2.97,351.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,EASTER,APR,HIGH SEASON,Mon,No,Have Events,GOOD WEATHER
748.0,2006-04-18,10593.0,9.267948684596496,96608.15999999999,9.12,72.0,2.99,380.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,EASTER,APR,HIGH SEASON,Tue,No,Have Events,GOOD WEATHER
749.0,2006-04-19,51297.0,10.845387549916703,5129.700000000001,0.1,75.0,3.01,406.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,EASTER,APR,HIGH SEASON,Wed,No,Have Events,GOOD WEATHER
750.0,2006-04-20,17033.0,9.742907917860578,155170.63,9.11,81.0,3.03,431.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,EASTER,APR,HIGH SEASON,Thu,No,Have Events,GOOD WEATHER
751.0,2006-04-21,11097.0,9.314430080500564,101537.55,9.15,56.0,3.05,455.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,APR,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
752.0,2006-04-22,719.0,6.577861357721047,6528.52,9.08,49.0,3.08,476.0,yes,RAIN,RAIN,EarthDay,APR,HIGH SEASON,Sat,Yes,Have Events,NOT GOOD WEATHER
753.0,2006-04-23,337.0,5.820082930352362,3080.1800000000003,9.14,64.0,3.1,497.0,yes,RAIN,RAIN,EarthDay,APR,HIGH SEASON,Sun,Yes,Have Events,NOT GOOD WEATHER
754.0,2006-04-24,1058.0,6.964135612418245,9691.28,9.16,59.0,3.12,516.0,yes,RAIN,RAIN,NONE,APR,HIGH SEASON,Mon,No,NONE,NOT GOOD WEATHER
755.0,2006-04-25,4829.0,8.482394685873542,44281.93,9.17,70.0,3.12,429.0,yes,RAIN,RAIN,NONE,APR,HIGH SEASON,Tue,No,NONE,NOT GOOD WEATHER
756.0,2006-04-26,8978.0,9.102532419341877,897.8000000000001,0.1,58.0,3.12,392.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,APR,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
757.0,2006-04-27,7578.0,8.933004591578547,69641.81999999999,9.19,70.0,3.12,362.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,APR,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
758.0,2006-04-28,5301.0,8.575650760987806,48557.16,9.16,62.0,3.12,336.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,APR,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
759.0,2006-04-29,8896.0,9.093357016490364,81843.2,9.2,63.0,3.12,313.0,yes,SUNNY/CLOUDY,Sunny,NONE,APR,HIGH SEASON,Sat,Yes,NONE,GOOD WEATHER
760.0,2006-04-30,10691.0,9.2771575450135,97395.01,9.11,68.0,3.12,292.0,yes,SUNNY/CLOUDY,Sunny,NONE,APR,HIGH SEASON,Sun,Yes,NONE,GOOD WEATHER
761.0,2006-05-01,3101.0,8.03947991910045,28312.13,9.13,69.0,3.12,375.0,yes,SUNNY/CLOUDY,Sunny,NONE,MAY,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
762.0,2006-05-02,3127.0,8.047829357457841,29018.559999999998,9.28,70.0,3.13,441.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAY,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
763.0,2006-05-03,9935.0,9.203819154985917,993.5,0.1,71.0,3.14,498.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAY,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
764.0,2006-05-04,5791.0,8.66406026722579,53856.3,9.3,77.0,3.15,547.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAY,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
765.0,2006-05-05,5202.0,8.556798446008598,48170.52,9.26,79.0,3.15,691.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAY,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
766.0,2006-05-06,7934.0,8.978912601074276,72120.06,9.09,73.0,3.16,765.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAY,HIGH SEASON,Sat,Yes,NONE,GOOD WEATHER
767.0,2006-05-07,12391.0,9.424725681616493,112386.37000000001,9.07,65.0,3.17,811.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAY,HIGH SEASON,Sun,Yes,NONE,GOOD WEATHER
768.0,2006-05-08,3051.0,8.02322468471667,29350.62,9.62,63.0,3.18,845.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAY,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
769.0,2006-05-09,4513.0,8.414717399827001,41880.64,9.28,62.0,3.19,874.0,yes,RAIN,RAIN,NONE,MAY,HIGH SEASON,Tue,No,NONE,NOT GOOD WEATHER
770.0,2006-05-10,11243.0,9.32750099174976,1124.3,0.1,68.0,3.2,899.0,yes,RAIN,RAIN,NONE,MAY,HIGH SEASON,Wed,No,NONE,NOT GOOD WEATHER
771.0,2006-05-11,5489.0,8.610501368549889,50279.24,9.16,61.0,3.2,922.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAY,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
